conversation,speaker,chapter_per_conversation
" But they will give you good examples of how this
 direction has got energy
 ",SO,10
" Because it's science; there is no doubt about that. But there
 is a science, an energy that is much higher than the energy
 of alphabets, numbers and planets. It is my own energy, the
 energy of consciousness.
 ",SS,10
" Am I not weak here, when I use some other energy? I
 have a much stronger energy within me?
 ",SO,10
" I can't take charge of my mind, so I take charge of everything
 else outside. What time I should begin my business; in which
 direction should my office be; which stone should I wear;
 which symbol should be put in my office. I can just take care
 of everything around me because I don't have the power to
 take care of my thoughts.
 ",SS,10
" I have the bigger power here within and I am going
 with a begging bowl to smaller powers.
 ",SO,10
" The weaker we become, the more we will go outside. The 
 lesser control I have on myself, the more my power is reducing 
 because I am not taking care. If you don't discipline your child 
 at the right time, he will get spoilt eventually.
 ",SS,10
" What is the care one should take?
 ",SO,10
" Discipline the mind, be aware, take care, and choose the
 right thought.
 ",SS,10
" Somewhere it is very important to understand who I
 am, how powerful I am. If I am peace, I don't say 'want'
 anymore.
 ",SO,10
" Yes, I dont have to do anything to be peaceful.
 ",SS,10
" Then I don't say 'please give me some power?' I am
 power, I am knowledge. If I am so much, and there is such
 abundance, why will I need anything?
 ",SO,10
" We will not, at least not anything external. Everything
 external is needed for physical comfort; it's needed for fun, for
 excitement, for entertainment, but not for peace and happiness.
 ",SS,10
" So if I am going for a holiday. What should be my
 thoughts? Earlier I used to get disappointed that I took
 my family for a holiday to make them happy, but my child
 came back unhappy.
 ",SO,10
" Be happy and then go for the holiday. Not go for the
 holiday to be happy.
 Because I am not going on the holiday for happiness; I am
 going just for fun, for a change from the daily routine. That's
 all that a holiday is. So the holiday will not be for pursuing
 happiness; it will be for expressing and sharing the happiness
 that we are filled with. The perspective changes from taking
 to giving, so then we look forward to meeting people, we look
 lorward to being with everybody, so that we can radiate our
 happiness to them, not so that they can make us happy.
 I am a peaceful and happy being, but I get to experience it
 and express it only when I am in interaction with someone. If
 I am sitting by myself, I don't get to express or experience my
 own qualities, and that's why relationships are so important,
 Unless I am in interaction, unless I have this exchange of
 energy, I will not be expressing and experiencing. I experience
 my quality only when it comes out. When I give anger to
 you, first I experience it; similarly, when I give peace to you,
 first I experience it. I get to experience it only when I am in
 interaction with someone and so I look forward to going to
 work; I look forward to meeting families and friends - not
 for wanting but for expressing and experiencing, and therefore
 sharing.
 ",SS,10
" How much lighter one must be feeling when he is not
 doing it artificially and things are just happening! See this
 difference between doing and happening.
 ",SO,10
" We are 'human beings' but today we have become 'human
 doings'. We are doing so many things. We are human beings
 so let us be what we are supposed to be first. Spirituality says
 'be happy and do this, because you are a 'human being doing
 action'.",SS,10
" I was reading, 'What comes first: peace
 or happiness? Can you be at peace if you are not happy? Do
 you get happiness from external factors or from within? The
 mind is fickle like a fast galloping horse and the only way
 to control it is by involving it in good actions beneficial for
 all' I need your help to understand this.
 ",SO,11
" ""The quotation says - ""When you are at peace, you will be
 happy depending on what your idea of happiness is, whether
 you get it from outside or from inside.' Let us stop and check
 what outer happiness is. It's not outer happiness - it's an outer
 stimulus which I use to create happiness for myself.
 ",SS,11
" I like the way you say, 'I create happiness'; emphasis
 always on our creation, you never say, 'it gives me happiness'
 ",SO,11
" At every step, when you are happy, when you are hurt
 when you are upset, just stop and ask who is creating it.
 I am creating it, irrespective of whatever the situation or the stimulus. The more we are aware we will understand that we
 have lived all our life saying you are responsible, whereas all the
 time it was we who were creating it. So that is the awakening
 Now we only need to take care of how can I change what I 
 am creating?
 Without this understanding, we would feel powerless because
 we believe people are responsible for our happiness and people
 are responsible for hurting us. We would wait for people to
 talk nicely to us. At the same time, hope that they will always
 be nice to us. What if tomorrow they don't talk nicely to us?
 Then we will not be happy. There is dependency, and hence
 fear.
 When we understand that everything is happening here 
 in the mind, then there is no insecurity and there is no fear of
 the future. So situations could be pleasant or not so pleasant,
 and people could be pleasant or not so pleasant, I only have to
 take care of one person and that person is me. It's very simple.
 The other thing that you mentioned was about the mind
 being fickle and the only way to control it is by engaging in 
 good acts that are beneficial for all. Fickle means when the
 mind is indecisive and inconsistent. When the mind keeps
 changing, the quality of thoughts is not very nice; when we
 are peaceful, the mind works slowly and cautiously. When we
 are worried, the thoughts are very fast; when we are stable, the
 speed is slow; when we are fearful, the thoughts gain speed.
 So if my mind is fast and inconsistent, it means the quality of
 energy is not right. And now we want this mind to do an act that 
 is for the good of others. Benevolence is not in the act, it
 is first in the energy that I send out while doing the act. Here
 again, by asking you to do a benevolent act that will control the 
 mind, which is running haywire, we are putting the stress on
 'doing something outside which will help you to be peaceful'.
 ",SS,11
" But either way it works, doesn't it? Suppose I am in a
 bad mood and I start dancing; it changes my mood. Your
 mind is at least not as agitated as before, so you can take a
 better decision. What I mean to say is even the outside - in
 approach works to a certain extent?
 ",SO,11
" Outside - in works to an extent and for some time. Like
 people say when angry count to ten. When we are angry, we
 don't even realize before we react. If we had that awareness
 that now I am angry, I need to stop and drink water and count
 numbers, we would be aware enough not to react.
 ",SS,11
" So we come back to just being aware.
 ",SO,11
" Yes. These are only little-little things given to us so that we
 can pause, take a break, and work on our mind. Like you said,
 if I dance for some time at least my mind will be in a better
 position to understand. So you have just given your mind a
 little gap; I am upset with something but instead of confronting
 you right now, I take a little gap. Now what is that little gap
 for? So that I don't confront you right now. I postpone my
 external reaction. The internal reaction is there; I resolve
 issue internally and then I decide how to respond. There is a
 difference between the reaction and the response. Reaction:
 automated and not in my control; response: think, understand
 and then respond. That's why we try and bring in those time
 gaps, but sometimes, in fact quite often, the reaction is so fast 
 that the time gap is lost.
 ",SS,11
" I remember when I was in business there were so many
 letters I used to write in anger in the night, after I had
 closed down my office. I used to keep the letters for the
 next morning to post, but I never used to do it.
 ",SO,11
" The mind is moving at a very fast speed, so postpone
 your reaction till the speed slows down. See the situation in a
 different perspective and then you may respond in a different
 way. This is what we were trying to do right now. And what we
 are trying to do now is keep the mind at a slow speed always.
 ",SS,11
" Again you go back to awareness.
 ",SO,11
" Yes. If you are aware, the speed is slow. Imagine that you
 have a child playing in the room. If you are not looking at
 the child; the child will do whatever he wants. He is dropping
 things and breaking things. Now just stand in the corner and
 watch the child. Don't say or do anything, just watch the child.
 He will become aware and will control his activities.
 ",SS,11
" I try to watch this child (or mind) inside so much but
 he finds some place and escapes.
 ",SO,11
" That's the journey, and it's not going to happen in one day.
 Have you been able to do it sometimes?
 ",SS,11
" Yes.
 ",SO,11
" That's the proof that we can do it.
 ",SS,11
" Somewhere my mind doesn't like this kind of an exercise.
 ",SO,11
" A child never likes to be disciplined because he is used to
 running around wherever he wants, doing whatever he wants.
 Suddenly I say I am going to take charge of you now; now
 you are going to do only what I want you to do. But then
 gradually the mind will get used to this way of thinking because
 it's going to be at ease. Even the mind is tired now; its been
 running at a very fast speed
 ",SS,11
" Can we switch it off like we switch off the engine of a car
 ",SO,11
" We are not able to switch it off even when we are fast
 asleep at night; forget switching off in the day time. We need
 to understand why the mind works like this. There are certain
 influences on the mind. We know about positive thinking.
 yet negative and waste thinking comes naturally. What are
 the factors that influence the quality of thoughts? In any
 situation, at any time, whatever thought I create is influenced
 by three factors. One factor is past experiences. If I had an
 interaction with you before, if I had done business with you
 before, I have a past experience. Every time I think of you, my
 quality of thoughts will be based on those past experiences.
 If it had been a pleasant experience then nice thoughts come
 to me. Second factor is information - everything that I take
 in through my sense organs. What I read, what I watch,
 what I eat, everything that is going in has an effect on the
 mind; information plays a vital role on the mind. Now, the first
 thing in the morning the mind is very clean; it had a good
 rest of six hours; it is fresh and ready to create, and ready to
 absorb. In the morning we usually read the newspaper first
 or switch on the news channels. We are reading, listening and
 watching about terror, violence, natural calamities, financial
 issues, social and political upheaval, etc. The mind which is like
 a clean blotting paper absorbs this troubling information. The
 kind of information will influence the thoughts. Information
 is the food, thoughts are the resultant energy. If I have eaten
 the right food, I am going to be healthy; if I have not been
 eating the right food for the mind, my emotional immunity
 system is going to suffer.
 ",SS,11
" So that means whatever we are taking in, through media,
 through the surroundings, the quality of our thoughts is
 dependent on them.
 ",SO,11
" Negative information will give rise to negative thoughts;
 that's definite because that's the raw food that I have taken in.
 The thoughts are creating the destiny that's the mechanism
 inside, but what's creating the thoughts is the raw food, which
 is information. So, if I want to take charge of my thoughts,
 if I want to change the quality of my thoughts, I will have
 to first change the quality of the raw material that goes in.
 During the first two hours of the morning the absorption
 power of the mind is very high. If we are reading, watching
 and listening to only negative things during this time, and
 then we want positive thinking, from where and how is it
 going to happen? Then, tonight if our child hasn't come back
 home on time and his phone is out of range or switched off,
 it's so natural to think that something must have happened
 to him or her. We need to assess why we feel that something
 could have happened to him or her. Why are we creating a
 thought that is negative:?
 ",SS,11
" What kind of energy are you sending into the universe!
 ",SO,11
" Yes, we have to wait for half-an-hour and we still can't
 get in touch with the child. What is going to be the quality of
 thoughts as we wait or in any other situation like that? Then
 we will say - 'Is it not natural to think negative. How can we
 just sit back and say everything will be okay?
 ",SS,11
" Can't we think of another way that he must have met
 a friend and made other plans or he must have gone to a
 movie and the network is low there?
 ",SO,11
" How often are we able to think that someone is late because
 something nice must have happened? That's a question mark.
 Negative thinking comes easily because that's the information
 we have inside us. Even if we start with this simple practice
 of not watching the news or reading newspapers early in the
 morning, it can bring about a big change. Protect yourself, do
 not feed yourself with so much toxic food in the morning. Just
 this simple practice will bring results.
 ",SS,11
" Then you cannot blame situations because you yourself
 will be responsible.
 ",SO,11
" Situation is a trigger; the information is filled inside. When
 this trigger comes, the quality of the thoughts created will be
 influenced by the quality of the information.
 ",SS,11
" First we take in wrong information or negative
 information, then we start thinking negatively. And when
 the child comes home, we pounce on him. Why are you late?
 What happened? I was so worried.
 ",SO,11
" Why do you pounce? You pounce because in that one
 hour that you waited you were creating negative thoughts. This
 stimulant has just come and we think he is responsible for all
 that we created, so there it goes. How much toxic energy have
 we created in that one hour of wait? We sent vibrations to the
 other person and spread it to everyone around us in that one
 hour, and then we say isn't it natural. No, this is not natural
 Natural is he has not reached; I am not being able to contact
 him, and the situation is not in my control. Let us always see
 immediately what is in my control and what is not. If the
 situation is in my control, take charge; but if the situation is
 out of my control then there is only one thing in my control,
 it is the quality of my thinking.
 ",SS,11
" But tell me one thing: why is it easier to create a negative
 thought rather than a positive one?
 ",SO,11
" You just have to fill in a different quality of information. It's
 as simple as that. When I change the quality of the information
 coming in, the thoughts change, the way I respond changes,
 and my destiny changes. I have a choice. When the newspaper
 comes in the morning, I have a choice as to what time I will
 read it. So let's just postpone it; let's take this one resolve today.
 There will be a big change. Postpone the newspaper and the
 television news to the later part of the day and substitute it with 
 something very pure and powerful. A simple change to
 your morning diet for the mind will make all the difference
 So one positive thing in the morning, and one positive thing
 just before going to sleep is the remedy. What do we take in
 before going to sleep? Television serials? A horror movie?
 That's the last layer of information going with us. It will affect
 the quality of our thoughts during the night. The first layer
 of information in the morning influences our thoughts during
 the day. The last information before we go to sleep influences the quality of our thoughts at night.
 Let's devote 10 minutes to reading something pure and
 powerful after we have finished our duties for the day.We have
 to fill in the information first because if we just sit and try to
 create positive thoughts we won't be able to do it.
 We have to change the last layer of information. Once we
 finish reading, we will sit back and reflect on that, unpack what
 has happened for the day. That's very important; let's not sleep
 with unresolved issues. Go through the day. Situations had
 come up and there were times when we did not respond in
 the right way. Reflecting on the day does not mean reflecting
 on all that happened. Instead reflect on the way we responded
 and see how we could have responded in a different manner",SS,11
" How important is a belief system for happiness?
 ",SO,12
" Every thought that I create gives rise to a feeling and
 the feeling develops my attitude. The attitude comes out
 as action; repeated action becomes habit; habit develops my
 personality; and my personality determines my destiny. This
 is the process from thought to destiny. The point is that every thought becomes very important. But what determines the
 quality of my thought? Everyone is talking about positive
 thinking, so why does the negative come so naturally the
 minute there is a stimulus or a trigger? The factors that
 determine the quality of our thoughts are past experiences,
 information in which we saw the impact of media, television
 newspaper early in the morning and late at night just before
 going to sleep. These two play a very important role in the
 quality of our thoughts. The third and the most important
 factor is our belief system. Our body is like a computer, I the
 soul is the operator, and the belief system is our operating
 system. As will be the operating system, so will be the way
 the software will run on the machine. We generally say this
 software will run on this particular operating system, while
 that one will not run on another operating system. This
 machine is important, the operator is important, but the
 operating system plays a very important role. At times there
 could be a virus in the operating system, which is also a certain
 belief system that may hamper the way I think and thereby
 my destiny. Spirituality will help me to install an anti-virus.
 Many people use a computer but do not install anti-virus in
 the machine, so time and again the system tends to
 get corrupt.
 ",SS,12
" They also don't see its expiry date.
 ",SO,12
" Yes, you need to update your operating system. What is
 the sign that my system crashes once in a while? Outbursts of
 anger, pain, or being hurt are signs of a system crash. It's time
 to understand and check how often is my system crashing
 in the whole day.
 ",SS,12
" But there are so many people who are irritable
 throughout the day.
 ",SO,12
" And then they will say this is natural, this is my natural
 behaviour, this is how I am.
 ",SS,12
" But they also insist that somebody else has passed
 the virus on to them
 ",SO,12
" Even if someone passes the virus in me, it's still my
 responsibility to have the anti-virus. No one else is going
 to come and put the anti-virus. Times are getting tougher.
 situations are getting challenging, people are becoming
 increasingly unpredictable. Suppose I have known you for
 years and suddenly there is a change in your temperament
 and your behaviour changes. I have known you to behave in
 a particular way and then suddenly I say I don't expect you
 to behave like this. Let's say your nature is jovial and carefree
 but suddenly you are confronted with an issue. You are going
 through some conflict in your life and your temperament
 changes. I am used to you talking to me very openly and light
 heartedly. Now I can't understand why you have withdrawn
 You are not communicating properly.
 ",SS,12
" So what is your duty and my duty then?
 ",SO,12
" My duty first will be to take care of myself and not get
 hurt. You see, that is where friendships and relationships
 suffer. If I get hurt first, then I am sitting and nursing my own
 wounds. If I am hurt because you did not talk to me properly, 
 I cannot help you. I take it personally and start feeling you
 are angry with me. You do not respect me anymore. While I
 am creating all this pain, I do not understand that it is not
 about me, but your behaviour is because you are in pain for
 some other reason. Since I am in pain, I will not be able to
 help you to heal.
 ",SS,12
" But why is the other person's behaviour so important
 for us?
 ",SO,12
" Public acceptance, appreciation and approval from people
 around us. The magnitude will vary, but acceptance and
 approval from people around us seems to be the foundation
 of our self-esteem
 ",SS,12
" Why is it easier to misunderstand than understand?
 ",SO,12
" We misunderstand because we are hurt. We are in pain,
 and when in pain we will never see the situation in the right
 perspective.
 ",SS,12
" What you say is right but it's easier to misunderstand
 than understand.
 ",SO,12
" Your shirt is white in colour. But if I wear different colour
 glasses, it will appear a different colour to me every time.
 You are who you are, but if there is a different colour, or
 perspective every time because of my pain, my hurt, my ego,
 you will appear different to me. So it's a misunderstanding.
 Clean your own windows. Don't ask them to change their
 shirt.
 ",SS,12
" That's what you meant by morning meditation and
 before-sleep meditation. That is also part of cleansing.
 ",SO,12
" Absolutely. Any blockage, any negative thought, and I will
 look at everyone through that window. If I have been hurt
 because of something that happened with you and I am in
 pain, I carry that pain with me to everyone, and I will see
 everyone through that pain. If I have been rejected by you
 and my self-esteem is low, my self-esteem will be low with
 everyone. It's not that my self-esteem is low when I am with
 you and high when I am with someone else.
 ",SS,12
" I think some people do make you feel comfortable.
 They also raise your self-esteem.
 ",SO,12
" But we cannot be dependent on people to lower or raise
 our self-esteem. If I find five people who can help me to raise
 my self-esteem, I may find fifty who can bring it down.
 ",SS,12
" That is why people find their own comfort zone and
 own groups and own people and own friends
 ",SO,12
" But who is the comfort zone? Even within family and
 friends there are many who will lower our self-esteem
 ",SS,12
" So even within twenty family members we select
 only four or five. I am comfortable here, but I am not
 comfortable there because they lower my self-esteem.
 Our topic itself is 'happiness unlimited', and here we are
 limiting ourselves.
 ",SO,12
" Again, let's say being with you raises my self-esteem
 because you accept me unconditionally. But you are able to do
 that only when you are in a stable state of mind. Tomorrow
 if you go through some problem, you lose your capacity to
 accept me unconditionally
 ",SS,12
" Not only if I am in a problem. Suppose today
 I accept you as you are, but tomorrow I do not like
 what you do, then my behaviour towards you will
 change.
 ",SO,12
" Absolutely. I was feeling very nice with you until today
 but now I have to prove myself to you. And as soon as I start
 to prove myself, there will be fear. Are you happy with me?
 Have I been able to prove myself right? And because I am inthis constant process of proving, I am in fear and so I am
 not sending the right energy
 ",SS,12
" In the final analysis we come back to the point that
 one has to be independent.
 ",SO,12
" 'In-dependent': dependent only on that one who is
 inside; let's not be 'out-dependent' because outside things
 will change and they have a reason for changing.
 ",SS,12
" Does that make you a little recluse?
 ",SO,12
" Remember always that to heal and to help others, I will
 have to be healed first. If I am healed, I will always be there
 for other people; if I am not healed and I am in pain, I can
 never be there for other people. I have to first take care of
 myself to be there for others selflessly.
 ",SS,12
" So this is selfishness in a positive manner.
 ",SO,12
" This is the foundation for being selfless. Today even
 when we are doing something for others, it is less with the
 intention of giving and more with the intention of taking.
 Even while doing for others we are satisfying some vacuum
 within ourselves, so it is actually being selfish.
 ",SS,12
" So caring for the self is necessary so that we can
 take care of the others.
 ",SO,12
" The equation flows this way only a healthy person will
 be able to heal others, will be able to understand others
 Without understanding my own thinking, my attitude, I
 want to understand why you are feeling like this. How is it
 possible? I am not ready to understand why I am hurt, but I
 want to understand why you are upset. And the wonderful
 part is when we understand how our mechanism works
 understanding others becomes easy. If I am hurt I will
 immediately be able to realize that I am hurt; I understand
 the reason and check my attitude, now it's up to me how
 much time I want to remain like that. If I am jealous, I will
 immediately come to know that I am jealous. Now if I see
 someone who is upset, I can go beyond the visible hurt to see
 what must be happening inside for them to behave like this.
 It becomes easier to be with people; you don't look only at
 the criticism, you look at the dynamics inside this person's
 mind for them to be so critical. So we just have to understand
 our mechanism - then we can understand everyone else's.
 ",SS,12
" This remind me of an incident that happened in
 the society where I live. One of the neighbours was
 angry, shouting at everybody and ready to fight. I told
 one of my friends, also a neighbour, that this person's
 behaviour was obnoxious and that I could not stand
 it. You know, this is what she said: 'what about him,
 poor chap, look at what he must be undergoing! He
 must be in some kind of pain to behave like that.' Now
 I understand what she meant. Understanding others
 is very difficult. If my wife's behaviour changes, I never
 ask her if something is wrong. I just get irritated and
 leave her alone to manage it herself. Why couldn't I ask
 her if she needed any help?
 ",SO,12
" This is withdrawal. When we can't handle other peoples
 temperaments, we withdraw. Even if it is temporary, even if it
 is for one hour, when the other person is in pain we withdraw.
 Think of your wife getting angry or behaving in a slightly
 different manner;it could be a sign that she needs help. At
 that time you move one step behind. You think when she is
 fine you will come back, but that's the time when she needs
 you more. It's because you are not able to take care of yourself
 that you move away. This is not support; we are not there for
 each other emotionally, though physically we are living in
 the same house. We are not there to heal each other because
 we have not healed ourselves.
 Suppose you are sitting with a friend and your son walks
 into the room; he has come from outside, doesn't wish you or
 your friend who is sitting there, and he just walks past both
 of you. What's the first thought that comes to the mind?
 What's wrong with him? Where are his manners? What is my
 friend going to think? He will think I haven't brought up my
 son in the right way. Will the friend go out and tell others
 how my son is? What will everyone else think about me?
 So we are nursing our own wounds. My responsibility is to
 not to question why the child is behaving like this, but see
 what is the pain inside that caused him to behave like that.
 Now you will go to his room and question his behaviour
 Your child will request you to leave his room and leave him
 alone. When the parent has been hurt or felt disrespected,
 the child will not want to be with the parent. Right now the
 child is in pain, and he doesn't want to be with anyone else
 who is in pain.
 You will love to meet somebody who is absolutely stable
 and is accepting you unconditionally, extending unconditional support.
 We don't get this from too many people, in fact from
 hardly anybody. Unconditional acceptance means I do not
 fluctuate irrespective of your temperament and I am not
 judgmental about you. Then the energy that will flow from
 anyone who accepts us unconditionally also helps us to heal
 our wound.
 ",SS,12
" We fluctuate automatically. If you raise your voice,
 I raise my voice; if you are soft, I am soft; if you smile, I
 also smile. Such complicated lives we live.
 ",SO,12
" We keep changing our behaviour according to everyone
 else. Because of this, we tend to forget our original qualities.
 My sari is white in colour but if I meet somebody in red,
 paint it red, when I meet somebody in black I paint it black,
 and when I meet somebody in green I paint it green. At
 the end of the day there is no white left. So where is my
 personality? I coloured my personality according to everyone
 else's personality. And it's actually not their personality either;
 it's my perspective about their personality. We don't know
 people as they actually are.
 ",SS,12
" Actually we are not capable of knowing.
 ",SO,12
" Because we are seeing them through our perspective.
 There is only one person who knows me well and that's my
 own self. No one can claim to say that they know me very
 well - no, they know me through their perspective and that
 perspective keeps changing
 ",SS,12
" So a child knows his father from his perspective.
 ",SO,12
" Absolutely. The same father will get along with his three
 children in different ways because the children see the same
 father in a different perspective. One might be very scared but
 that's because he or she is weak; one could be very confident
 and could run and get onto his lap; one will just stand in
 the corner neither scared nor very confident. The father is
 the same, though his nature and personality is the same.
 So if one is comfortable, why are the others scared? One is
 a meek personality, so he sees the same father through his
 perspective.
 ",SS,12
" Let's consider a normal couple. If a
 husband is tough, the wife says can't you be nice some
 time, 'can't you speak softly, 'can't you be loving', and so
 on. Conversely, if a person is very loving and soft, his
 wife will say'can't you be tough sometimes, look at what
 that fellow said to me'. Even from your perspective, you
 are not happy with one kind of role your partner plays;
 you want them to play different roles all the time.
 ",SO,12
" Because we have created an image of the right husband.
 We get into a relationship with the image of an ideal partner
 and an ideal friend, and then we spend our life time trying
 to change our partner into that image. Let's say my image is
 that of a partner who is an extrovert, dynamic and loud. But
 I have a partner who is very soft and quiet, and an introvert.
 According to me, this is not how my partner should be
 So it's not about how he is as an individual; it's about what
 image I created in my mind. I will keep on saying this is not
 how you should be, you should be loud, you should be more
 open, you should be like this, you should be like that. Then
 if he becomes an extrovert, I will say, not that much, a little
 less. So I want the person to be exactly the way I want him
 to be. It's like going to a tailor who prepares your costume
 according to the measurement that he prefers. He tells you
 that now you have to change your body and fit into it. He
 expects you to fit into the costume that he has made rather
 than creating the costume according to your measurement.
 And that's why we keep fluctuating. We keep changing
 according to what everybody wants.
 ",SS,12
" We fluctuate because of them or because we are
 not stable?
 ",SO,12
" What will happen if I meet ten people and I feel my
 happiness is dependent on making these ten people happy?
 They will all expect me to be a different kind of person. If
 I keep changing, where is my original self? Inside I will get
 suffocated because I am struggling to change.
 ",SS,12
" To come out of this struggle, not be suffocated, and
 be stable, can we have some kind of a meditation?
 ",SO,12
" Actually in every system there is a core that never gets
 corrupt. That's the consciousness. Meditation is the process
 of passing those layers of belief system and reaching that core which is the spiritual energy",SS,12
" What about our past experiences
 influencing our mind.
 ",SO,13
" We cannot avoid our past experiences. They are already
 recorded in the memory, but we can try not to play the
 same record again and again. Because every time we play it,
 we are converting the past into the present. We are creating
 the same emotions all over again, and every time we create
 the same emotion, we deepen the sanskar. We deepen the
 wound, by scratching it. It's a past wound, we need to heal
 it, but suppose we open the Band-Aid from time to time
 and scratch it, how will the wound get healed. Sometimes
 we also get others to join us. So the wound never heals. The
 past has passed. Full stop. No comma, no question mark, no
 exclamation mark. Why, what, how Full stop. So that we
 are able to move ahead, fresh and clean, and now what we
 create, will get recorded. People say we remember the past
 because we have to learn from the past, but what do we have
 to learn from the past? We just have to check the way we
 responded and learn if there was a more comfortable way of
 responding. There is nothing to learn from the situation, we
 only have to learn from our response. Holding on to things,
 not letting them go, accumulating, it is only going to cause
 pain. It's like you are holding on to something; the weight
 of the object remains the same but the longer we hold it, the
 more the hand is going to hurt.
 ",SS,13
" Hurt! People get constant headaches, skin diseases,
 and no doctor knows what's happening.
 ",SO,13
" Because they are holding on to it. Remember, it's over.
 It's the past, not in my control.
 ",SS,13
" What should one do? Suppose something very sad
 has happened in my past and it comes to my mind. A
 friend comes and asks what the matter is, and I share
 with him about what took place in the past.
 ",SO,13
" That's what is meant by opening everyone's Band-Aid
 together and scrubbing on the wounds. We went through so
 much of pain but when we think about it again, we experience
 the same pain all over again. So we need to ask our self: how
 many times am I going to go through the same emotions
 again and again? More importantly anything done repeatedly
 becomes my personality, and then I carry that personality
 with me everywhere. We may not discuss the past situation
 with everyone, but because it's in our mind it will be part of
 our vibrations.
 ",SS,13
" But don't you also attract such people and such
 situations?
 ",SO,13
" We are not attracting situations, but we are responding
 to situations in a similar manner as before. If there is a
 challenge, since we are already emotionally low, we don't
 have the power to face the situation in a proactive way. I
 am already hurt about something that happened years
 back, and here comes another fresh stimulus. I don't have
 the strength. The pain that I will create will be much more
 than what I would have created had I healed my past. Also
 pain created because of one particular situation or person,
 does not remain only in that relationship with that person
 The pain has now become a part of my personality, and I
 will tend to get hurt more easily in other relationships too.
 ",SS,13
" So it is link after link after link.
 ",SO,13
" Because it's my personality, not theirs. I can use you as
 the stimulus and say I am hurt, but now its my personality
 This personality will go with me to every situation and every
 person. So I am vulnerable every time. It's not about changing
 your job, its not about changing your partner, your friends,
 your spouse; it's about making yourself stronger.
 And then your immunity system, your emotional
 immunity system, is strong wherever you are, with whoever
 you are. It doesn't matter who and how they are.
 ",SS,13
" Do you think it's easy for people to change their
 thoughts?
 ",SO,13
" People are doing miracles with their lives. They are doing it; no one else is doing it. The first realisation is - IT'S ME, NOT
 THEM. We are responsible for how we feel, no one to blame.
 I have seen couples who were on the verge of divorce coming
 back to a happy married life with only one understanding
 it's not him or her, it's me I have to work on. Things change.
 ",SS,13
" In a divorce, it's a blame game.
 ",SO,13
" In a divorce it is usually about 'you are wrong'. Now we
 understand, it's my response to the situation, irrespective
 of his or her behaviour, and then we start focusing on our
 response.
 ",SS,13
" They will say 'if you speak like this, then naturally I
 will respond like this'. How do you still change?
 ",SO,13
" So that is the realisation. 'You speak like this' but now
 I will choose how I am going to respond. The equation has
 changed. I got a phone call from a twenty-four-year- old
 married woman, standing on the terrace of her house wanting
 to jump down. As a last resort she just called up and said,
 'I don't want to live and I was about to jump down, but I
 thought I will just call up and find out if you have a solution.
 My husband is having an affair with somebody in the office
 and he wants to divorce me. I see no reason to live. She was
 totally shattered. 'What about my parents, society and others?""
 At that moment I was speechless. I said, 'Okay, first come
 down. So what is it that you want? She said, 'I want everything
 to be back to normal like it was. I want my family life, my
 married life to be what it was.' I said, create a thought that
 everything is fine'. She said, 'but everything is not fine. I said,
 'I know, but what do you want?"" 'I want everything to be
 fine. I said, 'now create a thought that everything is fine and
 my husband is absolutely fine; nothing wrong has happened'.
 For 10 days or so, we were talking daily for almost an hour
 on the phone. She used to say, 'everything is not fine how 
 can I create this thought that everything is fine? What should
 I do? Should I go and talk to that girl? Should I go and talk 
 to that girl's parents? Should I go and talk to my husband's
 parents, what should I do? I had to repeatedly get her back
 to creating the same thought, that everything was fine.
 Finally she started working on changing her thought; she
 said 'everything is fine, my husband is absolutely fine, nothing
 wrong has happened'. She stopped crying also, eventually she
 became more stable. Now when her husband came back from
 work, she wouldn't be crying or weeping; this provoked him
 even more. He would be abusive and find more faults with
 her because he was trying to justify his own action. She had
 to remain stable and just keep telling herself that 'everything
 is okay, I am in charge of the situation, and I am in charge
 of myself'. After one month her husband handed over the
 divorce paper to her; he said that his company was sending
 him to the USA and that the other girl working in the offce
 was also going. They were going to get married there. She
 called me up and told me what happened. Then she surprised
 me by saying, 'you know I am fine, I think I will be able to
 take care of myself. I will take up a job and I will be able to
 live with my parents.' In one month she had changed her
 thoughts. The situation was the same as it was one month
 before, but she had changed her thoughts. She just worked
 hard on herself. The husband left.
 Two months later he called up from the USA and said
 he wanted to come back. She called me up and asked 'what
 should I do? I asked, what do you want? She said, I want
 everything to be back to normal.
 ",SS,13
" That's what she always wanted.
 ",SO,13
" Yes. And today it's more than four years since that episode.
 They have a lovely daughter too. All the effort was made by
 her. It's only that she had to take up the
 challenge; it's a little extra effort initially.
 ",SS,13
" Did you feel a sense of failure when the husband
 was leaving the next day and they did not patch up?
 ",SO,13
" It was not a failure. We were not looking at the situation;
 we were only concerned about her being able to take charge of
 her own state of mind. Situations are not in our control. We
 expect that spirituality or religion will change our problems.
 No, they won't. Problems are going to come, challenges are going
 to come, obstacles are going to come; spirituality gives me the
 power to take charge of myself and then face the situation.
 ",SS,13
" But when she was creating the thoughts that
 everything is fine, she was trying to change the situation.
 ",SO,13
" She was changing her thoughts
 ",SS,13
" By changing the situation in her imagination.
 ",SO,13
" It's not imagining. Everything is fine here (in my mind);
 it's here first. I have to be okay; everything is fine.
 ",SS,13
" But what kind of visualisation did you give her? You
 said 'just think that everything is fine; nothing is wrong'
 ",SO,13
